hood_id,name,geometry
98,Gold Coast,"list(c(-87.63173903, -87.62609368, -87.6243363, -87.62377565, -87.62009961, -87.61680959, -87.622684, -87.62266588, -87.62554509, -87.6255641, -87.62821291, -87.62837794, -87.62882446, -87.6313584, -87.63173903, 41.91126127, 41.91131269, 41.90355741, 41.90217715, 41.90129388, 41.89679883, 41.89674928, 41.89838411, 41.89840189, 41.89668102, 41.89669732, 41.90263575, 41.90392923, 41.90394475, 41.91126127))"
99,Streeterville,"list(c(-87.62280012, -87.61681152, -87.61362746, -87.61414022, -87.61989583, -87.62265946, -87.62280012, 41.89666395, 41.89662674, 41.89299275, 41.88834928, 41.88855728, 41.88857442, 41.89666395))"
100,Near North,"list(c(-87.62882351, -87.6280968, -87.62544798, -87.62541738, -87.62785357, -87.6310768, -87.63120722, -87.6399617, -87.6401148, -87.62882351, 41.90401527, 41.89678265, 41.89676635, 41.88910775, 41.8874878, 41.8875936, 41.89671566, 41.89659676, 41.90373979, 41.90401527))"
101,River North,"list(c(-87.64399436, -87.63132239, -87.63119195, -87.63545249, -87.63765527, -87.63845104, -87.63935082, -87.64196778, -87.64401934, -87.64399436, 41.89644894, 41.89671637, 41.88759431, 41.88762028, 41.88625685, 41.88720821, 41.8891928, 41.89213427, 41.89412575, 41.89644894))"
102,Goose Island,"list(c(-87.64307304, -87.65827948, -87.65986196, -87.66131948, -87.66082626, -87.66172158, -87.66411625, -87.64349235, -87.64307304, 41.8964434, 41.89610355, 41.89895248, 41.9027472, 41.9058421, 41.90834277, 41.91068009, 41.91098829, 41.8964434))"
103,West End,"list(c(-87.69179645, -87.68661231, -87.68635802, -87.69142543, -87.69179645, 41.88442082, 41.88464989, 41.87561322, 41.87546956, 41.88442082))"
104,Westhaven Park,"list(c(-87.66694423, -87.66687256, -87.67009262, -87.68237684, -87.6841085, -87.68652362, -87.68659988, -87.67669464, -87.66914361, -87.66694423, 41.88537929, 41.88334416, 41.88313158, 41.88306314, 41.88316543, 41.88299408, 41.88463616, 41.88501927, 41.88513769, 41.88537929))"
105,Near West Side,"list(c(-87.6863505, -87.68652362, -87.68407803, -87.68256271, -87.67665265, -87.67012379, -87.66684162, -87.66667029, -87.6863505, 41.87561725, 41.88299408, 41.88311901, 41.88304107, 41.88307679, 41.88310864, 41.88334398, 41.87601337, 41.87561725))"
106,Greektown,"list(c(-87.64585136, -87.64543106, -87.65062786, -87.65096622, -87.64585136, 41.88256512, 41.87559524, 41.87565708, 41.88262646, 41.88256512))"
107,West Loop,"list(c(-87.65095785, -87.64833749, -87.64658529, -87.64574142, -87.6458101, -87.65100779, -87.65066878, -87.6666292, -87.6671748, -87.65095785, 41.89116605, 41.88926988, 41.8872247, 41.88512327, 41.88256487, 41.88259587, 41.87568815, 41.87599772, 41.8909838, 41.89116605))"
108,West Loop Gate,"list(c(-87.64543073, -87.64577018, -87.645752, -87.64613875, -87.64792955, -87.65091594, -87.64307644, -87.64134165, -87.63999816, -87.63768637, -87.63786609, -87.63825024, -87.63705726, -87.64543073, 41.87562606, 41.88244132, 41.88413681, 41.88654379, 41.88883584, 41.89122746, 41.89124226, 41.89141679, 41.88974392, 41.88606129, 41.8847059, 41.87971392, 41.87560643, 41.87562606))"
109,The Loop,"list(c(-87.63680978, -87.63800642, -87.63743885, -87.63565119, -87.63330036, -87.62863896, -87.6270679, -87.62556913, -87.62296937, -87.61744736, -87.61753198, -87.62062556, -87.62070552, -87.61736323, -87.6172677, -87.62060986, -87.62072113, -87.63680978, 41.87560493, 41.87937333, 41.88605979, 41.88731293, 41.88723697, 41.88717763, 41.88747627, 41.8887002, 41.88874581, 41.88815659, 41.88427267, 41.88432274, 41.88083955, 41.88091125, 41.87838267, 41.87831098, 41.87572203, 41.87560493))"
110,Little Italy,"list(c(-87.6666292, -87.66007216, -87.65314393, -87.65327668, -87.66639441, -87.6666292, 41.87599772, 41.87583615, 41.87567201, 41.86704064, 41.86684011, 41.87599772))"
111,University Village,"list(c(-87.64543106, -87.64423745, -87.66622227, -87.66639473, -87.65327635, -87.6531017, -87.64543106, 41.87559524, 41.85998855, 41.85959425, 41.86680928, 41.86707147, 41.87576424, 41.87559524))"
112,Pilsen,"list(c(-87.64670855, -87.64656661, -87.66606948, -87.66613919, -87.64670855, 41.85986633, 41.85257609, 41.85225259, 41.859652, 41.85986633))"
113,Heart Of Chicago,"list(c(-87.66613919, -87.66606948, -87.68064117, -87.68073206, -87.68571769, -87.68586076, -87.68527262, -87.68197253, -87.67853141, -87.67398338, -87.66613919, 41.859652, 41.85225259, 41.84663634, 41.85211761, 41.85203622, 41.85965527, 41.85981637, 41.85990732, 41.85944929, 41.85969731, 41.859652))"
114,Heart Of Italy,"list(c(-87.68579154, -87.68080537, -87.68071336, -87.68549692, -87.68579154, 41.85198183, 41.85211803, 41.84674637, 41.84485518, 41.85198183))"
115,The M.D.,"list(c(-87.67279062, -87.66670207, -87.66613976, -87.67376401, -87.67404937, -87.67851687, -87.68210025, -87.68326104, -87.68406417, -87.68596814, -87.68595597, -87.68359043, -87.67641572, -87.67279062, 41.87585862, 41.87604267, 41.8595972, 41.85964124, 41.86041018, 41.8608742, 41.86177149, 41.86298383, 41.86331722, 41.8635472, 41.86475289, 41.86665779, 41.8727554, 41.87585862))"
116,Tri-Taylor,"list(c(-87.68628534, -87.67293671, -87.68595708, -87.68628534, 41.87571622, 41.87591427, 41.86464328, 41.87571622))"
117,West Tri-Taylor,"list(c(-87.6914211, -87.68643255, -87.68608381, -87.69099779, -87.6914211, 41.87547101, 41.87566224, 41.86661707, 41.86648023, 41.87547101))"
118,Douglas Park,"list(c(-87.69591066, -87.68601105, -87.68596814, -87.68391976, -87.68224298, -87.68160598, -87.68519765, -87.68585966, -87.68586353, -87.68580957, -87.69558185, -87.69591066, 41.8664528, 41.86656185, 41.8635472, 41.86309718, 41.86215596, 41.85990524, 41.85998037, 41.85976487, 41.85938124, 41.85746268, 41.85527025, 41.8664528))"
119,Lawndale,"list(c(-87.69896041, -87.71531025, -87.73958082, -87.7397242, -87.74005512, -87.76432843, -87.76442356, -87.74337486, -87.74014704, -87.7381637, -87.73521996, -87.7319182, -87.72062481, -87.708155, -87.70058934, -87.69633357, -87.69149552, -87.69099724, -87.7030964, -87.70283803, -87.69557913, -87.69558131, -87.69896041, 41.85463127, 41.85445662, 41.84591481, 41.8541915, 41.86597683, 41.86555158, 41.87136164, 41.87174871, 41.8718965, 41.87226989, 41.87340556, 41.87360754, 41.87365746, 41.87402871, 
41.87530266, 41.87555317, 41.87536181, 41.86653504, 41.86643765, 41.85541993, 41.85554427, 41.85532506, 41.85463127))"
120,The Island,"list(c(-87.77432338, -87.76691951, -87.76471298, -87.76432843, -87.77422783, -87.77432338, 41.87130064, 41.87104513, 41.87180153, 41.86555158, 41.86543577, 41.87130064))"
121,Little Village,"list(c(-87.68573515, -87.68549747, -87.69854643, -87.70016213, -87.70201008, -87.7033433, -87.70489901, -87.70696603, -87.70998246, -87.71336202, -87.71446709, -87.71463371, -87.7388953, -87.73950651, -87.71523675, -87.69859442, -87.68573515, 41.85757187, 41.84480038, 41.8445992, 41.84427927, 41.84270002, 41.84128235, 41.83959183, 41.83806851, 41.83687915, 41.83602052, 41.83542359, 41.83334179, 41.83286703, 41.84602404, 41.85444598, 41.85457444, 41.85757187))"
122,Brightern Park,"list(c(-87.6846371, -87.68399844, -87.7146956, -87.71372913, -87.71391509, -87.71287368, -87.71291653, -87.71444195, -87.71433912, -87.6846371, 41.83564265, 41.804563, 41.80407472, 41.80554933, 41.80905804, 41.81069666, 41.82143924, 41.82281767, 41.82588635, 41.83564265))"
123,Gage Park,"list(c(-87.67967516, -87.67949583, -87.68396372, -87.68388695, -87.7131837, -87.7133842, -87.71169126, -87.71179802, -87.71370235, -87.71352365, -87.67967516, 41.8047029, 41.79352105, 41.79349158, 41.78658533, 41.78614432, 41.79573683, 41.79660461, 41.80071579, 41.80072608, 41.8040684, 41.8047029))"
124,West Elsdon,"list(c(-87.73792405, -87.73616685, -87.71550817, -87.7146956, -87.71367014, -87.71318423, -87.73764565, -87.73792405, 41.79531856, 41.79525463, 41.80336659, 41.80407472, 41.80406919, 41.78608952, 41.7858353, 41.79531856))"
125,Archer heights,"list(c(-87.71426796, -87.71436709, -87.71902495, -87.71863463, -87.71399151, -87.71380238, -87.7144727, -87.71528738, -87.73594714, -87.7379983, -87.74283249, -87.74287604, -87.74330377, -87.73836326, -87.73866584, -87.71426796, 41.82566673, 41.82298169, 41.81862206, 41.81346803, 41.80872961, 41.80554972, 41.80440237, 41.80347502, 41.79525349, 41.79520933, 41.79517947, 41.79841337, 41.80767813, 41.80770815, 41.81806773, 41.82566673))"
126,Sleepy Hollow,"list(c(-87.73873911, -87.73839488, -87.74330377, -87.74336729, -87.73873911, 41.81806811, 41.80776243, 41.80767813, 41.81672177, 41.81806811))"
127,Le Claire Court,"list(c(-87.75314135, -87.74329504, -87.74330377, -87.75297451, -87.75314135, 41.81342827, 41.81661178, 41.80767813, 41.80756297, 41.81342827))"
128,Vittum Park,"list(c(-87.75290175, -87.74323102, -87.74287353, -87.75262853, -87.75290175, 41.8075078, 41.80762295, 41.7986874, 41.7972025, 41.8075078))"
129,Midway,"list(c(-87.73787161, -87.73771989, -87.74262659, -87.74240061, -87.76173474, -87.76233661, -87.73787161, 41.79307115, 41.78572607, 41.7856966, 41.77840594, 41.77801048, 41.79270208, 41.79307115))"
130,Clearing,"list(c(-87.74232739, -87.74228789, -87.80072473, -87.80085302, -87.79501256, -87.79339427, -87.79090324, -87.76204489, -87.76180893, -87.74232739, 41.77840556, 41.7747332, 41.77364876, 41.77584169, 41.7825559, 41.78342524, 41.78357793, 41.78431498, 41.77790123, 41.77840556))"
131,Chrysler Village,"list(c(-87.75580307, -87.74730776, -87.74697411, -87.75554217, -87.75580307, 41.77809043, 41.77826665, 41.7747024, 41.77452658, 41.77809043))"
132,Garfield Ridge,"list(c(-87.73792455, -87.7378711, -87.76241033, -87.76197166, -87.79112199, -87.79317414, -87.79442309, -87.80092715, -87.80162146, -87.79692257, -87.75282105, -87.75262903, -87.74294677, -87.74283249, -87.73792455, 41.79526375, 41.79312596, 41.79264764, 41.78431461, 41.78368858, 41.78347901, 41.7829916, 41.77573242, 41.7980426, 41.79939096, 41.80021792, 41.79714769, 41.79868777, 41.79517947, 41.79526375))"
133,Chicago Lawn,"list(c(-87.713111, -87.68381372, -87.68366873, -87.71288837, -87.713111, 41.78608912, 41.78658491, 41.77918499, 41.77879843, 41.78608912))"
134,West Lawn,"list(c(-87.74255336, -87.71318423, -87.71229285, -87.73648308, -87.73734179, -87.74210096, -87.74255336, 41.78569622, 41.78608952, 41.75703629, 41.76905793, 41.77119991, 41.77116969, 41.78569622))"
135,Marquette Park,"list(c(-87.68332073, -87.69320551, -87.69318698, -87.71266472, -87.71296159, -87.68366818, -87.68332073, 41.77013966, 41.77003073, 41.77189411, 41.77161733, 41.77879882, 41.77923979, 41.77013966))"
136,Lithuanian Plaza,"list(c(-87.69320551, -87.68339394, -87.68335725, -87.69294865, -87.69320551, 41.77003073, 41.77014007, 41.76652252, 41.76641195, 41.77003073))"
137,Ford City,"list(c(-87.72206248, -87.73179777, -87.74153708, -87.7419928, -87.73155719, -87.72403249, -87.72227986, -87.72206248, 41.75341651, 41.75335828, 41.75286077, 41.7670037, 41.76344178, 41.76181267, 41.7613649, 41.75341651))"
138,Scottsdale,"list(c(-87.74146389, -87.73172407, -87.72213619, -87.72143435, -87.7411198, -87.74146389, 41.75286039, 41.7534127, 41.7533621, 41.73477825, 41.73455254, 41.75286039))"
139,Mount Greenwood Heights,"list(c(-87.71188386, -87.70207707, -87.70203986, -87.71162605, -87.71188386, 41.73872803, 41.73883899, 41.73516661, 41.73510926, 41.73872803))"
140,Parkview,"list(c(-87.71199586, -87.71170081, -87.72165385, -87.71199586, 41.74229119, 41.73494524, 41.73477942, 41.74229119))"
141,Ashburn,"list(c(-87.69309506, -87.68335725, -87.68306593, -87.70247556, -87.70215025, -87.71188386, -87.71184898, -87.72143383, -87.72235046, -87.71229337, -87.71251642, -87.69311304, -87.69309506, 41.76641277, 41.76652252, 41.75912174, 41.7504606, 41.7388394, 41.73872803, 41.74234521, 41.73483306, 41.76163932, 41.75698149, 41.7642174, 41.76460419, 41.76641277))"
142,Wrightwood,"list(c(-87.68306649, -87.68270191, -87.68438503, -87.68555865, -87.68680984, -87.68747723, -87.68740227, -87.70203986, -87.70247502, -87.68306649, 41.75906693, 41.74443101, 41.74444052, 41.7441731, 41.74346764, 41.74259446, 41.73546892, 41.73516661, 41.7505154, 41.75906693))"
143,Beverly View,"list(c(-87.68293765, -87.67832529, -87.67834256, -87.67835649, -87.67881061, -87.67998983, -87.68160422, -87.68270191, -87.68293765, 41.75007762, 41.75021584, 41.74851688, 41.74714674, 41.7456695, 41.74485408, 41.74442479, 41.74443101, 41.75007762))"
144,Gresham,"list(c(-87.68308253, -87.64193837, -87.641354, -87.63982873, -87.63955012, -87.63929515, -87.63861587, -87.63678423, -87.63439861, -87.63048682, -87.62700424, -87.62438421, -87.64392501, -87.64523666, -87.64639091, -87.64821652, -87.649386, -87.66277804, -87.66520043, -87.66638182, -87.66697902, -87.67060443, -87.67479427, -87.67696486, -87.67751512, -87.677933, -87.67835148, -87.67839792, -87.68293599, -87.68308253, 41.75747758, 41.75811429, 41.75800115, 41.75689579, 41.7555787, 41.75206943, 41.74718737, 
41.74059926, 41.73789916, 41.73425793, 41.73155096, 41.73027422, 41.72979023, 41.73029137, 41.73183292, 41.73217267, 41.73228926, 41.73209415, 41.73134094, 41.73030643, 41.72915892, 41.73235879, 41.7376445, 41.7400685, 41.74352458, 41.74560969, 41.74763999, 41.75027106, 41.75024203, 41.75747758))"
145,Dan Ryan Woods,"list(c(-87.67327788, -87.67862033, -87.67858947, -87.68239512, -87.68270246, -87.68094505, -87.67932621, -87.67858495, -87.67835538, -87.67744863, -87.67703747, -87.67421619, -87.67327788, 41.73566269, 41.73558364, 41.73141801, 41.73133001, 41.7443762, 41.74447585, 41.74534359, 41.74627111, 41.74725635, 41.7428665, 41.74012372, 41.73692868, 41.73566269))"
146,West Englewood,"list(c(-87.68396372, -87.66452907, -87.66363303, -87.68305758, -87.68396372, 41.79349158, 41.79367239, 41.75778605, 41.75753225, 41.79349158))"
147,Englewood,"list(c(-87.66452907, -87.62565717, -87.62512371, -87.63132466, -87.6365962, -87.63920445, -87.63935082, -87.64031098, -87.64206056, -87.66363379, -87.66452907, 41.79367239, 41.79424335, 41.77173221, 41.75810473, 41.75799067, 41.75142945, 41.75596116, 41.75742851, 41.75809675, 41.75771298, 41.79367239))"
148,Back Of The Yard,"list(c(-87.64594981, -87.64552005, -87.65030662, -87.65025009, -87.64077441, -87.64011282, -87.65486054, -87.65509185, -87.65997538, -87.65984051, -87.67956888, -87.67974823, -87.68394776, -87.68435083, -87.68309711, -87.67959295, -87.67549834, -87.67110325, -87.66797355, -87.66523303, -87.66549192, -87.64594981, 41.82345129, 41.8088333, 41.80878878, 41.80491535, 41.80507785, 41.79396611, 41.79376185, 41.7996094, 41.79956505, 41.79379115, 41.79353973, 41.80472159, 41.80474541, 41.82287083, 41.82125604, 
41.81999384, 41.81916661, 41.81906828, 41.81941558, 41.81991121, 41.82320119, 41.82345129))"
149,Canaryville,"list(c(-87.63617911, -87.63622091, -87.63753097, -87.6407752, -87.64546303, -87.64594903, -87.63617911, 41.82353856, 41.81067725, 41.80695825, 41.80500478, 41.80503294, 41.82352436, 41.82353856))"
150,Legends South,"list(c(-87.62640759, -87.62575402, -87.63122303, -87.63174874, -87.63005481, -87.63031604, -87.62640759, 41.82369806, 41.79431703, 41.79427751, 41.80875001, 41.8118089, 41.82364898, 41.82369806))"
151,Fuller Park,"list(c(-87.63060912, -87.63005561, -87.63175433, -87.63122303, -87.63552028, -87.6355068, -87.63468117, -87.63472168, -87.63584766, -87.63627601, -87.63060912, 41.82365077, 41.81173582, 41.80823851, 41.79427751, 41.79423061, 41.79547285, 41.79956016, 41.80482197, 41.80906728, 41.82361222, 41.82365077))"
152,Bronzeville,"list(c(-87.60418072, -87.62586492, -87.62650448, -87.6285576, -87.62867446, -87.63180013, -87.63181804, -87.62800561, -87.62810717, -87.62595074, -87.6238904, -87.61724487, -87.61686385, -87.6187204, -87.61893389, -87.62685039, -87.62652341, -87.61714156, -87.61712449, -87.60696213, -87.60485683, -87.60429558, -87.60418072, 41.80222062, 41.80199083, 41.82377174, 41.8236382, 41.83080045, 41.83089266, 41.83820046, 41.83832326, 41.84687386, 41.84744521, 41.84816327, 41.84812203, 41.83847353, 41.8384851, 
41.84564794, 41.84562384, 41.83093339, 41.83109451, 41.82385979, 41.8240152, 41.82012879, 41.81793292, 41.80222062))"
153,Oakwood Shores,"list(c(-87.61712449, -87.61733615, -87.60942144, -87.60549263, -87.60696213, -87.61712449, 41.82385979, 41.8311688, 41.83119226, 41.82437129, 41.8240152, 41.82385979))"
154,Oakland,"list(c(-87.60539494, -87.60932374, -87.60688118, -87.60360661, -87.60148976, -87.59619887, -87.60430801, -87.60447603, -87.60533366, -87.60696296, -87.60539494, 41.82437067, 41.83119165, 41.83117622, 41.82699009, 41.82412662, 41.81693125, 41.81683685, 41.81924945, 41.82115489, 41.82394213, 41.82437067))"
155,The Gap,"list(c(-87.61881812, -87.61821628, -87.6265226, -87.62663843, -87.61881812, 41.83848571, 41.8311012, 41.83100646, 41.83824178, 41.83848571))"
156,South Commons,"list(c(-87.62685039, -87.61903162, -87.61881893, -87.62663843, -87.62685039, 41.84562384, 41.84564855, 41.83841263, 41.83824178, 41.84562384))"
157,Lake Meadows,"list(c(-87.61059387, -87.61821628, -87.61872122, -87.61002308, -87.60840319, -87.60938027, -87.61182625, -87.61163904, -87.61059387, 41.83119965, 41.8311012, 41.83841203, 41.83850373, 41.83483968, 41.83484584, 41.83456893, 41.83383698, 41.83119965))"
158,Groveland Park,"list(c(-87.61172772, -87.60830631, -87.60648954, -87.61059304, -87.61172772, 41.83464139, 41.83476599, 41.83124682, 41.83127272, 41.83464139))"
159,Prairie Shores,"list(c(-87.61707631, -87.61150437, -87.60855738, -87.61686385, -87.61707631, 41.84570945, 41.84582072, 41.83849449, 41.83847353, 41.84570945))"
160,Dearborn Homes,"list(c(-87.62831626, -87.6279079, -87.63083931, -87.63081134, -87.63127356, -87.63398509, -87.62831626, 41.84563284, 41.83832266, 41.83834063, 41.84089814, 41.8433125, 41.84559442, 41.84563284))"
161,Ickes Homes,"list(c(-87.63201064, -87.62820329, -87.62821853, -87.63378884, -87.63368236, -87.63201064, 41.8474093, 41.84702061, 41.84563224, 41.8456663, 41.8464695, 41.8474093))"
162,Park Boulevard,"list(c(-87.62845991, -87.63226987, -87.63258175, -87.62857515, -87.62845991, 41.8236376, 41.82366092, 41.83089744, 41.830946, 41.8236376))"
163,Wentworth Garden,"list(c(-87.6325231, -87.63226987, -87.6352991, -87.63516251, -87.6325231, 41.82731631, 41.82366092, 41.82360629, 41.82718623, 41.82731631))"
164,Bridgeport,"list(c(-87.63179933, -87.63648984, -87.63647139, -87.66539499, -87.66581338, -87.65128008, -87.64717795, -87.64600369, -87.64403899, -87.64198201, -87.63759536, -87.63427985, -87.63175419, -87.63079215, -87.63084011, -87.63181724, -87.63179933, 41.83096574, 41.83092121, 41.82361341, 41.82312755, 41.83927998, 41.84591766, 41.845674, 41.84581313, 41.84675135, 41.84717745, 41.84612789, 41.84545006, 41.84404621, 41.84265187, 41.83826756, 41.83827353, 41.83096574))"
165,McKinley Park,"list(c(-87.68454547, -87.68489677, -87.68196023, -87.67657931, -87.67267077, -87.66865772, -87.66591033, -87.66513307, -87.66591684, -87.66698836, -87.6712783, -87.67342894, -87.67753706, -87.67998072, -87.68319332, -87.68454547, 41.822945, 41.8365393, 41.83703423, 41.83766128, 41.83763886, 41.8382734, 41.83935362, 41.82012986, 41.81991519, 41.82021372, 41.82104237, 41.82090859, 41.82042058, 41.82028835, 41.82140274, 41.822945))"
166,Mount Greenwood Heights,"list(c(-87.71162706, -87.71139423, -87.72013664, -87.72037125, -87.71162706, 41.68975983, 41.68417229, 41.68411184, 41.68959194, 41.68975983))"
167,Mount Greenwood,"list(c(-87.69641488, -87.6957373, -87.69932003, -87.69933796, -87.7004844, -87.70050335, -87.70523228, -87.70541005, -87.71143044, -87.71162602, -87.72036921, -87.72115135, -87.71254734, -87.71270827, -87.71141801, -87.71118411, -87.69641488, 41.70632789, 41.68784649, 41.68786631, 41.68604013, 41.68604644, 41.68411284, 41.68413878, 41.68059461, 41.68041249, 41.68986725, 41.68980679, 41.71312286, 41.71329156, 41.71146616, 41.71145918, 41.70597909, 41.70632789))"
168,Beverly Woods,"list(c(-87.68101014, -87.68065406, -87.68652874, -87.68579616, -87.68588238, -87.68101014, 41.68443356, 41.67712641, 41.67715962, 41.67876692, 41.68446111, 41.68443356))"
169,Kennedy Park,"list(c(-87.69111295, -87.68107966, -87.68086684, -87.69089793, -87.69111295, 41.69168816, 41.69173908, 41.68443275, 41.68448926, 41.69168816))"
170,West Beverly,"list(c(-87.69175505, -87.68171944, -87.68143586, -87.69132588, -87.69130879, -87.68786868, -87.68811884, -87.69155914, -87.69175505, 41.71360707, 41.7135506, 41.69904622, 41.69910189, 41.70082065, 41.70080138, 41.70445533, 41.7044746, 41.71360707))"
171,West Morgan Park,"list(c(-87.69118362, -87.68143586, -87.68122298, -87.69096964, -87.69118362, 41.69899367, 41.69904622, 41.69173989, 41.69168736, 41.69899367))"
172,Margan Park,"list(c(-87.68143586, -87.64272799, -87.64216543, -87.66208999, -87.66144947, -87.68065297, -87.68143586, 41.69904622, 41.69957212, 41.68517337, 41.68475433, 41.67744545, 41.67723383, 41.69904622))"
173,Beverly,"list(c(-87.65977782, -87.66737957, -87.66856413, -87.66996699, -87.68143586, -87.68254417, -87.67852774, -87.67848519, -87.67317775, -87.67048822, -87.66707532, -87.66708309, -87.66285819, -87.65977782, 41.71406865, 41.71379067, 41.71014499, 41.69919544, 41.69904622, 41.73128084, 41.73136545, 41.73555487, 41.73563193, 41.73217877, 41.72936592, 41.72861397, 41.72117689, 41.71406865))"
174,East Beverly,"list(c(-87.65963558, -87.6558414, -87.65864141, -87.66982365, -87.66888624, -87.66871081, -87.66737846, -87.65963558, 41.71396039, 41.70663299, 41.69934436, 41.69919461, 41.70670916, 41.70982355, 41.71389809, 41.71396039))"
175,Longwood Manor,"list(c(-87.62085626, -87.62050345, -87.62041907, -87.62325139, -87.6257042, -87.62966285, -87.63396618, -87.64644022, -87.65318412, -87.6558414, -87.66300046, -87.62085626, 41.72165069, 41.71844941, 41.71437732, 41.71565511, 41.71615495, 41.71464018, 41.7144516, 41.71441941, 41.71392238, 41.70663299, 41.72128515, 41.72165069))"
176,Brainerd,"list(c(-87.63394182, -87.63360138, -87.66299934, -87.66722538, -87.6662038, -87.66418279, -87.66288879, -87.65342172, -87.64797114, -87.6469673, -87.64597834, -87.64484259, -87.63394182, 41.72992101, 41.72164703, 41.72139257, 41.72872222, 41.73043514, 41.73171251, 41.73202725, 41.73218648, 41.73226153, 41.73225553, 41.73085307, 41.72977199, 41.72992101))"
177,Washington Heights,"list(c(-87.64285605, -87.64272799, -87.65864141, -87.65318185, -87.64285605, 41.71439793, 41.69957212, 41.69934436, 41.71413723, 41.71439793))"
178,West Pullman,"list(c(-87.61206745, -87.61732829, -87.64168472, -87.64160539, -87.66123667, -87.66208999, -87.61206745, 41.68541813, 41.66332078, 41.66314764, 41.67055974, 41.67035393, 41.68475433, 41.68541813))"
179,Eden Green,"list(c(-87.61809091, -87.61264768, -87.61188892, -87.61861565, -87.61809091, 41.65913581, 41.65910181, 41.65007303, 41.65054477, 41.65913581))"
180,Riverdale,"list(c(-87.61217537, -87.61223886, -87.61724884, -87.61732902, -87.61217537, 41.65007483, 41.6443815, 41.64462768, 41.65032191, 41.65007483))"
181,Altgeld Gardens,"list(c(-87.6050534, -87.59472765, -87.58990921, -87.59320361, -87.59308867, -87.5942345, -87.59368125, -87.59640376, -87.59614548, -87.5993012, -87.60230273, -87.60501545, -87.6050534, 41.65926879, 41.66027719, 41.65573412, 41.65575538, 41.65328378, 41.65329116, 41.65156874, 41.6514788, 41.64900628, 41.64859676, 41.64915303, 41.64992226, 41.65926879))"
182,Golden Gate,"list(c(-87.60505461, -87.60501666, -87.61203694, -87.61250563, -87.60505461, 41.65916137, 41.64981484, 41.64964425, 41.65899349, 41.65916137))"
183,Avalon Trails,"list(c(-87.5592576, -87.5435004, -87.54316913, -87.55949862, -87.5592576, 41.66745634, 41.6672417, 41.6591823, 41.6592934, 41.66745634))"
184,Hegewisch,"list(c(-87.53987328, -87.53992779, -87.55937081, -87.55935538, -87.53987328, 41.65926702, 41.64315311, 41.6580034, 41.65929244, 41.65926702))"
185,Arizona,"list(c(-87.5400152, -87.53414232, -87.53399, -87.53986189, -87.5400152, 41.65937543, 41.65933474, 41.6484834, 41.64852409, 41.65937543))"
186,Fernwood,"list(c(-87.62337211, -87.64272684, -87.6428549, -87.63353608, -87.63023749, -87.62764984, -87.62563091, -87.62334408, -87.62364264, -87.62337211, 41.69999131, 41.69967954, 41.71450535, 41.71444898, 41.71453627, 41.71516497, 41.71622683, 41.71556816, 41.71449573, 41.69999131))"
187,Pullman,"list(c(-87.61040936, -87.59808042, -87.5979469, -87.60203152, -87.60404017, -87.61221075, -87.61040936, 41.69271282, 41.69295689, 41.69209661, 41.68578442, 41.68558232, 41.68541903, 41.69271282))"
188,Roseland,"list(c(-87.64257227, -87.6232959, -87.62365338, -87.62312522, -87.620418, -87.6195585, -87.62023961, -87.62109599, -87.60867687, -87.61220331, -87.6422116, -87.64257227, 41.69958352, 41.6998538, 41.71439734, 41.7153635, 41.71447426, 41.71030041, 41.70720249, 41.69993713, 41.70005337, 41.68543725, 41.68494303, 41.69958352))"
189,Rosemoor,"list(c(-87.62059641, -87.60377174, -87.60880621, -87.62096665, -87.62066301, -87.62010382, -87.61943021, -87.62003738, -87.62041585, -87.62059641, 41.72174602, 41.7220282, 41.70005419, 41.69993633, 41.70400602, 41.7077833, 41.71020267, 41.7137933, 41.71466813, 41.72174602))"
190,North Pullman,"list(c(-87.60703639, -87.60173267, -87.60193454, -87.60555842, -87.60524145, -87.60989745, -87.60703639, 41.70789534, 41.70786169, 41.70146479, 41.70129392, 41.69499066, 41.69502006, 41.70789534))"
191,Cottage Grove Heights,"list(c(-87.58513665, -87.58495323, -87.58522884, -87.58808285, -87.60568267, -87.60377064, -87.58513665, 41.7221992, 41.71570289, 41.71425056, 41.71359051, 41.71321859, 41.72212513, 41.7221992))"
192,Chatham,"list(c(-87.62524222, -87.60530098, -87.60502969, -87.62444865, -87.62524222, 41.75822481, 41.75848795, 41.73667439, 41.73621419, 41.75822481))"
193,West Chatham,"list(c(-87.62438106, -87.62771695, -87.63195797, -87.63361197, -87.63512932, -87.63627531, -87.6360112, -87.63438441, -87.63251944, -87.63145845, -87.62550221, -87.62438106, 41.73059114, 41.73322911, 41.73596944, 41.73859695, 41.7419022, 41.74365411, 41.74413722, 41.75091324, 41.75574896, 41.75806907, 41.75812947, 41.73059114))"
194,Winneconna Parkway,"list(c(-87.6389004, -87.63630618, -87.6342171, -87.63318147, -87.63640264, -87.63869585, -87.63943281, -87.6389004, 41.75229781, 41.75276681, 41.75440212, 41.75439581, 41.74384877, 41.74725561, 41.75094384, 41.75229781))"
195,Auburn Park,"list(c(-87.63663792, -87.63132899, -87.63318147, -87.63460546, -87.63565263, -87.63708288, -87.63877095, -87.63663792, 41.75800366, 41.75806828, 41.75439581, 41.75440448, 41.75334449, 41.75277151, 41.75229702, 41.75800366))"
